anio_ocu,mes_ocu,día_ocu,hora_ocu,depto_ocu,edad_per,delito_com
2019,10,24,12,2,1,10
2019,10,24,16,1,2,14
2019,10,24,8,1,2,12
2019,10,24,15,1,2,6
2019,10,25,9,2,1,9
2019,10,25,10,1,1,7
2019,10,25,15,2,2,13
2019,10,25,8,2,1,6
2019,10,28,11,1,2,6
2019,10,29,11,2,1,13
2019,10,29,9,2,1,12
2019,10,30,11,2,1,11
2019,10,30,11,1,1,9
2019,10,30,11,1,1,6
2019,10,30,16,1,2,9
2019,10,31,10,1,1,7
2019,10,31,13,2,1,11
2019,10,1,11,1,1,8
2019,10,1,10,1,1,9
2019,10,1,18,1,2,5
2019,10,1,17,1,2,9
2019,10,2,16,1,1,5
2019,10,3,9,1,1,13
2019,10,3,10,1,1,7
2019,10,3,12,1,1,6
2019,10,3,14,1,2,8
2019,10,4,14,1,2,6
2019,10,5,12,1,1,7
2019,10,5,15,1,2,7
2019,10,5,12,1,2,9
2019,10,7,13,2,1,9
2019,10,7,14,2,1,7
2019,10,8,20,2,2,10
2019,10,9,12,1,1,5
2019,10,9,14,1,1,7
2019,10,9,15,2,1,7
2019,10,10,15,1,1,7
2019,10,11,10,1,2,8
2019,10,11,15,1,1,11
2019,10,14,11,1,2,9
2019,10,15,10,1,1,9
2019,10,15,9,2,2,10
2019,10,16,16,1,2,5
2019,10,16,14,1,1,6
2019,10,16,14,1,1,9
2019,10,17,11,1,1,5
2019,10,18,13,1,1,5
2019,10,18,17,1,2,5
2019,10,18,17,1,2,8
2019,10,22,12,1,1,8
2019,10,23,12,1,2,10
2019,10,24,16,1,1,12
2019,10,24,11,1,1,5
2019,10,25,13,1,1,5
2019,10,26,13,1,1,7
2019,10,26,17,1,2,5
2019,10,26,11,1,2,6
2019,10,26,20,1,1,14
2019,10,31,12,1,2,8
2019,10,1,14,1,2,18
2019,10,1,12,1,1,8
2019,10,1,16,2,1,7
2019,10,2,17,1,1,5
2019,10,2,10,2,2,13
2019,10,2,14,2,1,12
2019,10,3,14,1,1,5
2019,10,4,13,1,1,6
2019,10,4,13,2,1,8
2019,10,5,16,2,2,7
2019,10,5,16,1,2,6
2019,10,7,10,2,2,9
2019,10,8,15,1,1,11
2019,10,9,11,2,1,9
2019,10,9,16,2,1,6
2019,10,9,15,2,1,13
2019,10,10,10,1,2,6
2019,10,10,17,2,1,7
2019,10,11,17,2,2,7
2019,10,11,13,1,1,6
2019,10,11,13,1,2,6
2019,10,12,14,1,1,8
2019,10,14,16,1,1,8
2019,10,14,20,2,1,5
2019,10,15,14,2,1,5
2019,10,16,10,1,2,8
2019,10,16,11,1,1,8
2019,10,17,14,1,1,12
2019,10,17,99,1,2,18
2019,10,19,16,1,1,7
2019,10,21,10,2,1,5
2019,10,22,15,1,2,8
2019,10,22,8,1,1,5
2019,10,23,12,2,2,5
2019,10,24,16,1,2,6
2019,10,24,15,2,1,8
2019,10,24,10,1,1,6
2019,10,25,12,1,1,5
2019,10,25,11,1,2,9
2019,10,25,10,2,2,5
2019,10,25,99,1,1,4
2019,10,27,16,2,2,7
2019,10,28,9,2,1,9
2019,10,28,13,2,2,7
2019,10,30,16,2,1,7
2019,10,30,10,2,1,4
2019,10,1,16,2,1,6
2019,10,1,8,1,2,10
2019,10,2,2,2,1,18
2019,10,2,14,2,1,6
2019,10,2,8,2,1,18
2019,10,2,10,2,2,10
2019,10,2,10,2,1,10
2019,10,2,19,2,1,7
2019,10,2,12,2,1,18
2019,10,2,20,2,1,7
2019,10,3,10,2,1,9
2019,10,3,12,2,1,7
2019,10,3,16,2,1,6
2019,10,3,12,2,2,10
2019,10,4,9,2,1,18
2019,10,4,14,2,2,5
2019,10,4,13,2,1,5
2019,10,4,2,2,1,5
2019,10,4,13,2,2,10
2019,10,4,16,2,1,6
2019,10,5,7,2,1,9
2019,10,5,16,2,1,7
2019,10,6,20,2,1,6
2019,10,6,20,2,1,7
2019,10,6,13,2,1,10
2019,10,6,15,2,1,13
2019,10,7,13,2,2,9
2019,10,7,16,2,2,7
2019,10,7,8,2,1,10
2019,10,7,15,2,2,7
2019,10,8,19,2,2,6
2019,10,8,8,2,2,8
2019,10,8,14,2,1,14
2019,10,8,11,2,1,14
2019,10,8,17,2,1,8
2019,10,9,10,2,1,9
2019,10,10,11,2,1,7
2019,10,10,11,2,2,9
2019,10,10,12,2,1,11
2019,10,10,15,2,1,9
2019,10,11,12,2,1,5
2019,10,11,13,2,1,8
2019,10,11,15,2,9,18
2019,10,11,16,2,2,7
2019,10,11,15,2,1,5
2019,10,12,18,2,1,10
2019,10,12,8,2,1,5
2019,10,12,15,2,1,6
2019,10,13,17,2,1,9
2019,10,13,10,2,1,5
2019,10,14,13,2,1,17
2019,10,14,12,2,1,8
2019,10,15,16,2,2,10
2019,10,15,11,2,1,18
2019,10,15,12,2,1,18
2019,10,15,13,2,1,18
2019,10,15,14,2,1,18
2019,10,15,14,2,1,7
2019,10,15,16,2,1,6
2019,10,15,7,2,2,11
2019,10,15,11,2,2,10
2019,10,15,21,2,1,10
2019,10,16,3,2,2,9
2019,10,16,13,2,1,9
2019,10,16,16,2,1,13
2019,10,16,18,2,2,12
2019,10,17,10,2,1,11
2019,10,17,12,2,1,14
2019,10,17,15,2,1,9
2019,10,17,21,2,2,9
2019,10,17,20,2,1,9
2019,10,18,10,2,2,5
2019,10,18,10,2,1,7
2019,10,18,13,2,1,4
2019,10,18,4,2,1,7
2019,10,18,14,2,2,5
2019,10,18,14,2,1,5
2019,10,18,15,2,1,8
2019,10,19,9,2,1,9
2019,10,19,11,2,1,6
2019,10,19,11,2,2,6
2019,10,19,17,2,1,5
2019,10,21,13,2,1,5
2019,10,21,16,2,1,6
2019,10,21,12,2,1,9
2019,10,21,14,2,1,11
2019,10,22,15,2,1,10
2019,10,22,9,2,1,9
2019,10,22,8,2,1,10
2019,10,23,12,2,1,7
2019,10,23,18,2,2,8
2019,10,24,17,2,2,10
2019,10,24,12,2,2,6
2019,10,24,11,2,1,7
2019,10,24,12,2,2,7
2019,10,24,13,2,2,7
2019,10,24,16,2,2,8
2019,10,25,8,2,1,5
2019,10,25,16,2,1,14
2019,10,27,9,2,1,6
2019,10,28,15,2,1,8
2019,10,29,12,2,2,11
2019,10,29,15,2,1,8
2019,10,29,14,2,1,6
2019,10,29,12,2,2,8
2019,10,30,16,1,2,9
2019,10,30,12,2,1,18
2019,10,30,9,2,2,6
2019,10,31,9,2,2,8
2019,10,31,21,2,2,7
2019,10,31,8,2,1,6
2019,10,31,13,2,1,5
2019,10,31,17,2,2,8
2019,10,31,12,2,1,5
2019,10,31,16,2,1,9
2019,10,1,10,1,1,9
2019,10,1,17,2,1,12
2019,10,1,19,1,1,4
2019,10,2,13,1,1,6
2019,10,2,22,2,1,8
2019,10,2,17,2,1,6
2019,10,2,17,1,1,8
2019,10,2,9,2,2,5
2019,10,2,10,2,1,5
2019,10,2,19,1,1,9
2019,10,3,12,1,1,7
2019,10,3,14,1,1,8
2019,10,3,14,1,1,8
2019,10,3,13,2,1,10
2019,10,3,15,1,2,12
2019,10,3,15,1,1,12
2019,10,4,10,1,1,7
2019,10,4,11,1,2,10
2019,10,4,13,1,2,9
2019,10,4,11,1,1,7
2019,10,4,12,1,1,11
2019,10,4,12,1,2,9
2019,10,4,17,1,2,7
2019,10,5,13,1,2,4
2019,10,6,15,1,1,6
2019,10,7,9,1,1,10
2019,10,7,10,2,2,9
2019,10,8,9,1,2,4
2019,10,9,9,1,1,4
2019,10,9,13,1,1,5
2019,10,9,14,1,1,7
2019,10,9,19,1,2,11
2019,10,10,9,1,2,12
2019,10,10,16,1,2,9
2019,10,11,19,1,1,6
2019,10,11,20,1,1,11
2019,10,12,10,2,2,11
2019,10,12,10,1,1,7
2019,10,12,21,1,1,9
2019,10,15,11,1,1,8
2019,10,15,15,1,1,5
2019,10,16,11,1,1,5
2019,10,16,9,1,1,7
2019,10,16,11,2,1,12
2019,10,17,17,1,1,6
2019,10,18,12,1,1,6
2019,10,18,11,1,1,9
2019,10,18,15,2,1,10
2019,10,20,12,1,1,6
2019,10,21,15,1,1,6
2019,10,21,15,2,2,9
2019,10,22,14,2,1,7
2019,10,22,19,1,2,5
2019,10,22,20,1,1,11
2019,10,22,20,1,1,10
2019,10,23,10,1,1,6
2019,10,23,21,1,1,8
2019,10,23,21,1,2,6
2019,10,24,13,1,1,8
2019,10,24,20,2,1,9
2019,10,24,20,1,2,8
2019,10,24,20,1,1,7
2019,10,26,13,1,1,8
2019,10,26,18,1,1,12
2019,10,27,18,1,1,8
2019,10,28,17,2,1,6
2019,10,28,17,2,2,6
2019,10,30,10,2,2,8
2019,10,30,15,1,2,9
2019,10,30,15,1,1,7
2019,10,30,17,1,2,6
2019,10,30,15,1,1,7
2019,10,31,14,2,1,8
2019,10,1,15,2,2,11
2019,10,2,18,2,2,8
2019,10,2,18,2,1,12
2019,10,3,15,1,1,8
2019,10,3,19,2,1,18
2019,10,3,10,2,1,8
2019,10,1,11,2,2,10
2019,10,7,13,2,2,9
2019,10,7,10,2,1,5
2019,10,10,18,2,1,6
2019,10,10,18,2,1,18
2019,10,10,18,2,1,9
2019,10,10,16,2,2,7
2019,10,14,11,2,2,9
2019,10,14,14,1,1,11
2019,10,15,11,1,1,8
2019,10,15,16,1,1,7
2019,10,16,9,2,1,5
2019,10,17,14,1,1,7
2019,10,17,14,1,1,18
2019,10,21,18,1,1,10
2019,10,21,10,1,2,8
2019,10,22,14,1,1,13
2019,10,22,15,1,2,6
2019,10,24,19,2,1,5
2019,10,25,8,2,1,9
2019,10,26,9,2,1,14
2019,10,26,16,2,1,8
2019,10,26,20,2,1,5
2019,10,27,15,2,1,7
2019,10,27,20,2,1,7
2019,10,29,16,1,1,7
2019,10,30,9,1,1,6
2019,10,30,11,2,2,6
2019,10,30,17,2,1,8
2019,10,31,10,2,2,8
2019,10,31,14,2,2,5
2019,10,1,8,1,2,8
2019,10,1,14,1,1,6
2019,10,2,13,2,2,18
2019,10,2,15,2,2,8
2019,10,3,13,1,1,8
2019,10,3,16,2,1,9
2019,10,3,17,2,2,7
2019,10,4,8,1,2,9
2019,10,4,12,1,1,9
2019,10,4,14,1,2,4
2019,10,4,17,1,1,5
2019,10,4,17,1,1,12
2019,10,4,21,2,1,7
2019,10,5,12,2,1,9
2019,10,5,14,1,1,7
2019,10,5,18,2,1,12
2019,10,7,10,1,1,8
2019,10,7,12,1,2,8
2019,10,7,13,1,1,12
2019,10,7,17,2,1,8
2019,10,7,17,2,1,7
2019,10,7,18,2,2,12
2019,10,8,9,1,1,8
2019,10,8,14,1,2,6
2019,10,8,15,1,1,7
2019,10,8,14,1,2,7
2019,10,8,14,1,1,11
2019,10,8,16,1,2,6
2019,10,8,12,1,2,14
2019,10,8,18,1,2,9
2019,10,8,20,1,2,7
2019,10,9,13,1,1,7
2019,10,10,13,1,1,11
2019,10,10,16,2,2,11
2019,10,10,17,2,2,6
2019,10,10,17,2,1,7
2019,10,10,18,2,1,6
2019,10,11,9,2,2,7
2019,10,11,10,1,1,9
2019,10,11,12,2,1,8
2019,10,11,12,1,2,9
2019,10,11,17,2,2,9
2019,10,11,18,2,2,7
2019,10,12,11,2,2,9
2019,10,12,12,2,1,8
2019,10,13,17,2,2,10
2019,10,14,8,2,2,10
2019,10,14,10,2,1,5
2019,10,14,10,2,1,9
2019,10,14,12,2,2,7
2019,10,14,17,2,2,7
2019,10,14,18,1,1,7
2019,10,15,11,2,2,4
2019,10,15,13,2,1,5
2019,10,15,14,2,2,8
2019,10,15,14,2,1,10
2019,10,15,18,2,2,10
2019,10,15,20,2,1,7
2019,10,16,11,1,2,9
2019,10,16,14,1,2,5
2019,10,16,15,1,1,8
2019,10,16,18,1,2,8
2019,10,16,19,2,1,9
2019,10,17,15,2,1,7
2019,10,18,12,2,2,7
2019,10,18,11,2,1,8
2019,10,18,17,2,1,10
2019,10,19,12,2,1,5
2019,10,19,11,2,1,11
2019,10,19,19,2,1,14
2019,10,19,19,2,1,14
2019,10,21,8,1,1,8
2019,10,21,9,2,1,8
2019,10,21,11,2,2,6
2019,10,21,11,2,1,8
2019,10,21,16,2,1,11
2019,10,22,10,1,2,9
2019,10,22,14,2,1,8
2019,10,22,15,2,2,7
2019,10,22,18,2,1,11
2019,10,22,18,1,2,6
2019,10,22,18,1,2,13
2019,10,22,20,1,1,7
2019,10,23,8,1,1,10
2019,10,24,11,1,1,7
2019,10,24,12,2,2,7
2019,10,24,13,2,2,6
2019,10,24,14,2,1,6
2019,10,24,14,2,1,8
2019,10,24,17,2,2,9
2019,10,24,19,2,1,13
2019,10,24,18,2,1,7
2019,10,25,10,2,1,10
2019,10,25,10,2,1,6
2019,10,25,16,2,2,5
2019,10,25,16,2,2,6
2019,10,25,18,2,1,8
2019,10,25,19,2,2,5
2019,10,26,13,1,2,10
2019,10,26,13,2,1,7
2019,10,28,15,2,2,4
2019,10,28,19,2,1,8
2019,10,29,12,2,1,7
2019,10,29,12,1,2,5
2019,10,29,13,2,2,6
2019,10,29,15,2,2,4
2019,10,29,16,2,1,7
2019,10,29,17,2,1,8
2019,10,30,12,2,1,10
2019,10,30,13,2,1,11
2019,10,30,13,2,1,7
2019,10,30,19,2,1,16
2019,10,31,11,2,2,6
2019,10,31,13,1,2,11
2019,10,1,13,1,1,8
2019,10,1,20,1,2,9
2019,10,3,16,2,1,5
2019,10,4,16,1,2,8
2019,10,5,13,1,1,7
2019,10,7,9,2,1,8
2019,10,9,16,2,1,9
2019,10,10,16,1,1,12
2019,10,10,12,1,2,4
2019,10,10,12,1,1,11
2019,10,11,12,1,2,9
2019,10,12,15,1,1,18
2019,10,13,19,2,1,6
2019,10,13,19,2,2,7
2019,10,14,17,2,1,14
2019,10,14,19,2,1,5
2019,10,14,8,2,2,8
2019,10,17,15,2,1,6
2019,10,17,14,2,1,5
2019,10,19,15,2,2,9
2019,10,22,13,2,2,8
2019,10,22,13,2,2,9
2019,10,22,11,2,1,8
2019,10,24,13,2,1,7
2019,10,24,10,2,1,18
2019,10,29,11,2,1,7
2019,10,29,13,1,1,6
2019,10,29,18,1,1,6
2019,10,30,23,1,1,10
2019,10,31,14,1,2,11
2019,10,31,13,1,2,11
2019,10,31,14,1,1,4
2019,10,1,4,2,1,11
2019,10,1,12,2,2,5
2019,10,4,16,2,1,6
2019,10,5,12,2,2,8
2019,10,5,13,2,1,7
2019,10,6,22,2,2,6
2019,10,8,10,2,1,18
2019,10,8,12,2,1,8
2019,10,8,17,2,2,8
2019,10,9,12,2,1,5
2019,10,9,13,2,1,11
2019,10,10,16,2,1,5
2019,10,10,18,2,1,7
2019,10,10,23,1,1,9
2019,10,11,9,2,2,7
2019,10,14,10,2,1,7
2019,10,14,12,1,1,6
2019,10,14,16,1,2,7
2019,10,15,12,1,1,10
2019,10,15,12,2,2,7
2019,10,15,14,1,1,7
2019,10,16,13,2,1,9
2019,10,18,15,1,1,9
2019,10,20,23,1,2,7
2019,10,23,17,1,2,12
2019,10,25,17,2,1,4
2019,10,25,21,1,1,4
2019,10,26,19,2,1,5
2019,10,28,15,2,2,13
2019,10,28,17,1,2,8
2019,10,30,16,1,1,8
2019,10,30,99,2,2,6
2019,10,30,21,1,1,11
2019,10,31,10,2,2,6
2019,10,10,19,1,2,18
2019,10,10,22,1,1,7
2019,10,15,22,1,2,13
2019,10,17,12,1,1,9
2019,10,22,13,1,1,7
2019,10,22,19,1,1,13
2019,10,22,22,1,1,8
2019,10,23,22,1,2,11
2019,10,26,15,1,1,11
2019,10,26,8,1,2,10
2019,10,30,11,1,1,7
2019,11,4,15,1,1,9
2019,11,5,10,1,1,7
2019,11,5,15,1,2,18
2019,11,6,13,1,1,9
2019,11,7,12,2,2,7
2019,11,7,12,2,1,10
2019,11,7,21,2,2,7
2019,11,8,13,1,1,10
2019,11,8,17,1,1,18
2019,11,7,21,1,2,5
2019,11,12,16,1,2,7
2019,11,12,19,1,1,6
2019,11,13,10,1,1,16
2019,11,13,15,1,1,14
2019,11,2,17,2,1,7
2019,11,2,13,2,1,6
2019,11,5,16,1,2,10
2019,11,6,9,2,2,7
2019,11,4,11,2,2,8
2019,11,4,16,2,1,18
2019,11,7,19,1,1,7
2019,11,7,11,1,1,8
2019,11,7,14,1,1,9
2019,11,8,18,1,2,11
2019,11,7,11,1,1,7
2019,11,4,15,2,1,5
2019,11,5,15,1,1,6
2019,11,5,13,1,1,7
2019,11,12,14,1,1,4
2019,11,13,17,1,1,13
2019,11,3,99,2,1,10
2019,11,3,99,2,2,12
2019,11,4,99,2,1,9
2019,11,4,99,2,1,14
2019,11,4,99,2,1,5
2019,11,4,99,2,1,5
2019,11,8,99,2,2,13
2019,11,8,99,2,2,7
2019,11,8,13,1,1,6
2019,11,7,10,1,1,10
2019,11,11,14,2,1,11
2019,11,11,16,2,1,6
2019,11,13,19,2,2,7
2019,11,13,18,2,1,6
2019,11,14,11,2,2,8
2019,11,1,16,1,2,6
2019,11,2,14,1,1,6
2019,11,4,17,1,1,9
2019,11,8,16,1,1,9
2019,11,5,19,1,1,7
2019,11,6,13,1,1,6
2019,11,6,18,2,1,6
2019,11,6,18,2,1,7
2019,11,6,20,2,2,4
2019,11,7,9,1,1,6
2019,11,7,15,1,1,6
2019,11,11,9,2,1,8
2019,11,11,12,2,1,8
2019,11,11,14,1,1,6
2019,11,11,14,1,1,18
2019,11,11,11,1,1,5
2019,11,12,10,1,1,8
2019,11,12,15,1,1,7
2019,11,13,13,1,1,8
2019,11,8,11,1,2,4
2019,11,13,13,1,1,7
2019,11,13,15,1,1,7
2019,11,3,10,1,1,6
2019,11,4,99,1,1,10
2019,11,5,17,1,1,9
2019,11,5,11,1,2,6
2019,11,5,21,1,2,6
2019,11,8,14,2,1,4
2019,11,3,16,2,2,10
2019,11,9,16,2,1,5
2019,11,11,17,1,2,8
2019,11,11,13,2,2,8
2019,11,2,14,1,1,11
2019,11,4,12,1,1,8
2019,11,4,18,1,1,5
2019,11,5,18,1,1,5
2019,11,4,13,1,1,7
2019,11,5,12,1,1,7
2019,11,8,20,1,1,11
2019,11,11,11,2,1,6
2019,11,2,17,2,1,7
2019,11,2,20,1,2,8
2019,11,4,10,2,2,8
2019,11,4,11,2,2,7
2019,11,6,15,1,1,10
2019,11,6,15,2,2,7
2019,11,5,9,1,1,6
2019,11,7,9,1,1,7
2019,11,8,15,2,2,9
2019,11,9,15,2,1,12
2019,11,7,10,1,2,18
2019,11,7,10,2,1,7
2019,11,12,10,1,2,8
2019,11,12,12,1,1,6
2019,11,8,12,2,2,8
2019,11,8,12,2,2,18
2019,11,8,12,2,1,8
2019,11,1,10,1,1,6
2019,11,2,11,1,2,11
2019,11,1,23,1,1,7
2019,11,3,10,1,2,5
2019,11,4,11,1,2,6
2019,11,4,12,1,1,9
2019,11,4,19,1,1,5
2019,11,4,4,1,1,8
2019,11,4,15,1,2,14
2019,11,4,22,1,1,5
2019,11,4,18,1,9,18
2019,11,4,10,1,1,8
2019,11,5,15,1,2,9
2019,11,2,99,1,2,6
2019,11,6,22,1,1,8
2019,11,6,9,1,1,10
2019,11,7,11,1,2,10
2019,11,8,15,1,1,9
2019,11,5,15,1,2,7
2019,11,4,17,1,1,6
2019,11,5,13,1,1,5
2019,11,10,18,1,2,12
2019,11,10,17,1,1,9
2019,11,10,15,1,2,9
2019,11,11,9,1,2,8
2019,11,11,9,1,2,8
2019,11,9,16,1,1,5
2019,11,11,11,1,2,6
2019,11,15,15,1,1,13
2019,11,10,12,1,2,7
2019,11,12,10,1,1,5
2019,11,14,11,2,1,7
2019,11,14,12,2,2,5
2019,11,15,11,1,1,7
2019,11,16,12,2,2,11
2019,11,16,15,1,1,4
2019,11,16,16,1,1,11
2019,11,17,9,2,1,7
2019,11,17,7,2,1,9
2019,11,17,21,2,1,8
2019,11,18,12,2,2,9
2019,11,18,13,1,1,14
2019,11,18,20,2,1,7
2019,11,18,20,2,1,6
2019,11,15,12,2,1,9
2019,11,16,15,1,1,6
2019,11,18,13,1,1,8
2019,11,15,13,2,1,6
2019,11,16,11,2,1,11
2019,11,16,17,2,2,5
2019,11,13,11,1,1,9
2019,11,13,15,1,1,10
2019,11,15,21,1,1,8
2019,11,15,21,1,2,8
2019,11,18,15,1,1,6
2019,11,18,13,1,1,5
2019,11,18,17,1,1,5
2019,11,18,22,1,1,8
2019,11,14,12,1,1,11
2019,11,14,15,1,1,11
2019,11,14,15,1,1,7
2019,11,15,11,1,2,8
2019,11,15,11,2,2,9
2019,11,14,17,1,1,7
2019,11,15,8,1,1,8
2019,11,15,19,2,1,10
2019,11,17,14,2,2,9
2019,11,18,17,2,1,9
2019,11,18,20,2,2,9
2019,11,14,9,2,1,9
2019,11,13,13,1,9,7
2019,11,13,10,1,2,9
2019,11,14,8,1,2,11
2019,11,15,9,1,1,16
2019,11,15,99,1,1,10
2019,11,16,99,1,1,7
2019,11,17,10,1,2,9
2019,11,18,18,1,2,7
2019,11,18,9,2,2,9
2019,11,19,14,2,1,9
2019,11,20,15,2,1,7
2019,11,19,10,2,1,7
2019,11,19,12,1,1,9
2019,11,19,16,2,2,9
2019,11,19,17,1,1,7
2019,11,19,18,2,2,14
2019,11,20,11,2,1,11
2019,11,20,15,2,1,8
2019,11,20,16,1,2,6
2019,11,20,17,1,1,7
2019,11,21,11,2,2,6
2019,11,21,14,1,2,9
2019,11,21,15,1,2,10
2019,11,21,15,1,2,10
2019,11,21,16,1,1,8
2019,11,21,16,2,1,8
2019,11,21,17,1,1,8
2019,11,18,23,1,1,11
2019,11,18,23,2,1,10
2019,11,19,9,1,1,6
2019,11,19,16,1,1,5
2019,11,20,13,1,1,7
2019,11,20,14,1,1,6
2019,11,20,3,1,1,8
2019,11,20,15,1,2,6
2019,11,20,15,1,2,5
2019,11,20,18,1,1,9
2019,11,20,19,1,1,10
2019,11,20,20,1,2,5
2019,11,21,11,1,1,5
2019,11,19,18,2,1,7
2019,11,22,12,2,2,5
2019,11,22,12,2,2,18
2019,11,22,14,2,1,18
2019,11,21,13,2,2,6
2019,11,21,13,1,1,6
2019,11,22,15,2,2,11
2019,11,22,21,1,2,13
2019,11,23,17,1,1,10
2019,11,23,18,2,1,7
2019,11,23,19,2,1,12
2019,11,24,15,2,1,8
2019,11,23,16,9,9,18
2019,11,23,18,1,1,7
2019,11,22,11,1,2,6
2019,11,22,13,2,1,5
2019,11,22,16,1,2,8
2019,11,23,10,1,1,8
2019,11,23,10,1,2,9
2019,11,23,10,1,1,6
2019,11,23,15,1,1,9
2019,11,25,13,1,1,5
2019,11,25,13,9,2,18
2019,11,19,6,1,1,7
2019,11,20,12,1,1,5
2019,11,22,20,1,2,7
2019,11,25,12,2,1,10
2019,11,19,13,1,1,7
2019,11,19,16,2,2,6
2019,11,21,12,2,1,7
2019,11,21,13,2,1,9
2019,11,25,14,2,1,8
2019,11,21,11,1,2,6
2019,11,21,16,1,2,9
2019,11,21,15,1,2,7
2019,11,22,13,1,1,9
2019,11,23,20,2,2,7
2019,11,23,13,2,2,6
2019,11,23,16,1,1,5
2019,11,24,17,1,1,10
2019,11,25,15,1,2,9
2019,11,25,11,1,1,5
2019,11,25,14,2,2,12
2019,11,1,19,1,1,5
2019,11,1,16,1,1,5
2019,11,1,11,1,1,10
2019,11,1,17,9,2,18
2019,11,2,14,9,1,8
2019,11,3,15,1,1,8
2019,11,4,10,1,1,14
2019,11,4,99,1,1,18
2019,11,4,99,1,2,18
2019,11,4,99,1,1,18
2019,11,5,7,1,2,5
2019,11,5,6,1,2,18
2019,11,5,99,9,1,18
2019,11,5,22,9,2,11
2019,11,5,99,9,1,10
2019,11,5,99,9,1,18
2019,11,5,99,9,9,18
2019,11,6,14,1,1,10
2019,11,7,10,1,1,18
2019,11,8,99,1,1,5
2019,11,8,17,9,1,18
2019,11,9,12,9,9,18
2019,11,9,99,9,9,18
2019,11,9,13,2,2,7
2019,11,10,99,1,1,18
2019,11,10,17,1,1,7
2019,11,11,12,1,2,18
2019,11,11,99,1,2,18
2019,11,11,11,1,2,7
2019,11,11,11,1,2,10
2019,11,11,99,9,1,18
2019,11,11,11,2,1,6
2019,11,11,11,2,2,11
2019,11,11,17,2,2,9
2019,11,11,13,1,1,13
2019,11,11,15,1,1,11
2019,11,12,17,1,1,18
2019,11,12,20,1,1,7
2019,11,12,99,1,1,5
2019,11,13,16,1,1,12
2019,11,13,99,1,2,6
2019,11,14,99,9,1,18
2019,11,14,99,1,2,7
2019,11,18,99,9,9,18
2019,11,18,8,9,9,18
2019,11,18,99,9,1,18
2019,11,18,13,9,9,18
2019,11,18,15,9,2,18
2019,11,18,99,1,1,5
2019,11,18,99,1,1,18
2019,11,19,99,1,1,18
2019,11,19,10,1,2,8
2019,11,19,15,1,2,18
2019,11,19,18,1,1,12
2019,11,19,11,1,9,18
2019,11,20,10,1,1,18
2019,11,20,16,1,9,18
2019,11,21,14,1,2,9
2019,11,21,14,1,2,4
2019,11,21,12,1,1,9
2019,11,21,15,1,2,14
2019,11,21,20,1,1,7
2019,11,22,12,1,2,18
2019,11,22,9,1,1,6
2019,11,22,11,1,1,7
2019,11,22,12,1,1,7
2019,11,22,10,1,1,7
2019,11,22,14,1,2,4
2019,11,22,11,1,1,7
2019,11,22,12,1,2,12
2019,11,24,18,1,1,8
2019,11,24,11,1,2,14
2019,11,27,12,1,1,7
2019,11,27,10,2,2,14
2019,11,26,11,1,1,10
2019,11,26,12,1,1,8
2019,11,26,19,2,1,6
2019,11,27,9,1,1,10
2019,11,27,9,1,1,18
2019,11,26,18,2,2,7
2019,11,20,11,1,2,9
2019,11,20,13,1,1,6
2019,11,20,10,1,1,7
2019,11,20,11,1,2,5
2019,11,20,8,1,2,5
2019,11,20,18,1,1,18
2019,11,20,14,1,2,11
2019,11,20,13,1,2,9
2019,11,20,10,1,1,7
2019,11,20,15,1,1,8
2019,11,20,10,1,1,8
2019,11,20,8,1,2,9
2019,11,21,9,1,1,5
2019,11,22,9,1,2,5
2019,11,22,9,1,2,9
2019,11,22,18,1,2,8
2019,11,22,13,1,1,9
2019,11,22,11,1,1,10
2019,11,22,11,1,2,9
2019,11,22,15,1,1,14
2019,11,22,19,1,2,7
2019,11,22,13,1,1,9
2019,11,22,14,1,1,8
2019,11,23,10,1,2,9
2019,11,24,14,1,1,11
2019,11,26,16,1,2,6
2019,11,26,20,1,2,8
2019,11,26,15,1,2,8
2019,11,26,11,1,9,18
2019,11,26,15,1,9,18
2019,11,26,16,1,2,10
2019,11,26,10,1,1,6
2019,11,26,2,1,9,18
2019,11,26,99,1,1,18
2019,11,27,12,1,1,7
2019,11,27,12,1,2,18
2019,11,27,11,1,1,18
2019,11,27,13,1,1,15
2019,11,27,13,1,2,7
2019,11,27,13,1,2,6
2019,11,27,13,1,2,11
2019,11,27,13,1,1,9
2019,11,27,13,1,9,18
2019,11,27,12,1,1,6
2019,11,27,13,1,2,6
2019,11,27,18,1,2,8
2019,11,27,99,1,2,18
2019,11,20,11,1,1,8
2019,11,26,11,1,2,6
2019,11,29,10,2,1,7
2019,11,29,12,1,1,6
2019,11,25,11,1,1,9
2019,11,27,11,1,1,11
2019,11,27,12,1,1,14
2019,11,27,12,1,1,8
2019,11,30,12,1,1,9
2019,11,30,99,1,1,6
2019,11,26,18,1,2,6
2019,11,28,10,2,1,6
2019,11,29,16,2,1,8
2019,11,28,12,1,1,8
2019,11,28,16,1,2,8
2019,11,28,16,1,1,10
2019,11,29,11,1,1,8
2019,11,28,12,1,1,8
2019,11,30,9,1,1,10
2019,11,30,9,1,2,7
2019,11,28,16,9,1,6
2019,11,26,9,1,1,7
2019,11,29,10,1,1,8
2019,11,29,18,1,1,6
2019,11,28,16,2,1,18
2019,11,29,8,9,2,7
2019,11,27,15,1,2,18
